Alert,Date,Time,Lat,Long,Vehicle,Speed
cas_hmw,2022-06-08,08:17:12,12.903814,80.094476,805,42
cas_hmw,2022-06-08,08:17:23,12.903056,80.093837,805,37
cas_fcw,2022-06-08,08:17:24,13.049052,80.149902,3143,58
cas_ldw,2022-06-08,08:17:28,13.011778,80.127567,1995,55
cas_hmw,2022-06-08,08:18:44,12.896673,80.088979,805,25
cas_hmw,2022-06-08,08:19:07,12.895014,80.08776,805,52
cas_hmw,2022-06-08,08:19:22,12.892882,80.086169,805,48
cas_ldw,2022-06-08,08:19:36,12.892122,80.085605,805,39
cas_pcw,2022-06-08,08:20:32,12.922605,80.133882,2846,29
cas_hmw,2022-06-08,08:20:38,12.884213,80.082292,805,56
cas_hmw,2022-06-08,08:21:11,12.922682,80.132393,2846,27
cas_hmw,2022-06-08,08:23:31,12.923258,80.120687,2846,33
cas_hmw,2022-06-08,08:23:47,12.923408,80.118882,2846,42
cas_ldw,2022-06-08,08:24:45,12.951457,80.114937,1995,58
cas_ldw,2022-06-08,08:25:13,12.950195,80.11067,1995,57
cas_ldw,2022-06-08,08:25:36,12.921512,80.112888,2846,49
cas_ldw,2022-06-08,08:25:52,12.946238,80.106785,1995,0
cas_ldw,2022-06-08,08:26:04,13.001077,80.126274,3143,58
cas_hmw,2022-06-08,08:27:15,12.914408,80.10261,2846,49
cas_hmw,2022-06-08,08:27:25,12.913737,80.101823,2846,32
cas_hmw,2022-06-08,08:27:40,12.912224,80.101512,2846,25
cas_hmw,2022-06-08,08:27:40,12.912224,80.101512,2846,25
cas_hmw,2022-06-08,08:28:16,12.909679,80.100035,2846,56
cas_ldw,2022-06-08,08:30:37,12.899237,80.09092,2846,52
cas_ldw,2022-06-08,08:30:38,12.963141,80.119207,3143,57
cas_ldw,2022-06-08,08:31:49,12.89324,80.086401,2846,49
cas_ldw,2022-06-08,08:31:58,12.952216,80.117058,3143,58
cas_ldw,2022-06-08,08:32:11,12.891208,80.085149,2846,49
cas_hmw,2022-06-08,08:32:15,12.891208,80.085149,2846,49
cas_hmw,2022-06-08,08:32:24,12.889964,80.084605,2846,55
cas_ldw,2022-06-08,08:32:39,12.887638,80.083661,2846,55
cas_hmw,2022-06-08,08:32:43,12.887638,80.083661,2846,55
cas_hmw,2022-06-08,08:32:47,12.886312,80.083108,2846,54
cas_hmw,2022-06-08,08:33:15,12.884308,80.082296,2846,37
cas_hmw,2022-06-08,08:33:37,12.881622,80.081282,2846,31
cas_ldw,2022-06-08,08:34:46,12.935513,80.099351,3143,58
cas_ldw,2022-06-08,08:35:58,12.926353,80.100217,3143,58
cas_ldw,2022-06-08,08:36:11,12.924034,80.100512,3143,58
cas_ldw,2022-06-08,08:36:45,12.919687,80.101075,3143,58
cas_ldw,2022-06-08,08:37:16,12.915837,80.102631,3143,37
cas_hmw,2022-06-08,08:38:16,12.909223,80.099086,3143,43
cas_hmw,2022-06-08,08:41:14,12.90275,80.093576,3143,54
cas_ldw,2022-06-08,08:41:40,12.901052,80.092291,3143,47
cas_hmw,2022-06-08,08:41:48,12.899107,80.090828,3143,56
cas_hmw,2022-06-08,08:42:31,12.894437,80.087335,3143,48
cas_ldw,2022-06-08,08:42:58,12.892614,80.085992,3143,58
cas_hmw,2022-06-08,08:46:02,12.878363,80.082524,3143,39
cas_ldw,2022-06-08,10:02:48,12.888774,80.072241,3143,53
cas_ldw,2022-06-08,10:03:44,12.896608,80.070374,3143,56
cas_ldw,2022-06-08,10:04:24,12.902295,80.070948,3143,52
cas_ldw,2022-06-08,10:04:45,12.904787,80.07153,3143,54
cas_hmw,2022-06-08,10:21:13,13.008359,80.091465,3143,47
cas_ldw,2022-06-08,12:11:50,13.048773,80.085651,3143,54
cas_hmw,2022-06-08,12:11:53,13.048773,80.085651,3143,54
cas_ldw,2022-06-08,12:14:00,13.05122,80.082627,3143,0
cas_ldw,2022-06-08,12:18:22,13.063462,80.075991,3143,36
cas_ldw,2022-06-08,12:18:57,13.059914,80.078192,3143,44
cas_hmw,2022-06-08,16:32:36,12.879755,80.080174,805,32
cas_hmw,2022-06-08,16:33:08,12.882261,80.081053,805,52
cas_ldw,2022-06-08,16:33:40,12.886797,80.083177,805,56
cas_hmw,2022-06-08,16:33:54,12.888165,80.083786,805,56
cas_hmw,2022-06-08,16:34:15,12.890583,80.084714,805,53
cas_ldw,2022-06-08,16:34:19,12.877697,80.084156,2846,26
cas_ldw,2022-06-08,16:34:33,12.877697,80.084156,2846,26
cas_ldw,2022-06-08,16:34:34,12.892846,80.085926,805,39
cas_ldw,2022-06-08,16:34:54,12.877697,80.084156,2846,26
cas_hmw,2022-06-08,16:34:55,12.894948,80.087554,805,50
cas_ldw,2022-06-08,16:35:21,12.877697,80.084156,2846,26
cas_hmw,2022-06-08,16:35:57,12.901358,80.092411,805,50
cas_hmw,2022-06-08,16:37:07,12.905903,80.095986,805,33
cas_hmw,2022-06-08,16:38:46,12.909711,80.09948,2846,36
cas_hmw,2022-06-08,16:39:31,12.909737,80.099661,805,44
cas_hmw,2022-06-08,16:39:42,12.910292,80.100554,805,38
cas_hmw,2022-06-08,16:39:45,12.914749,80.101887,2846,51
cas_ldw,2022-06-08,16:40:03,12.915775,80.104018,2846,50
cas_hmw,2022-06-08,16:40:56,12.918566,80.109137,2846,39
cas_ldw,2022-06-08,16:41:00,12.915829,80.104744,805,58
cas_hmw,2022-06-08,16:41:00,12.919162,80.109865,2846,32
cas_hmw,2022-06-08,16:41:01,12.919162,80.109865,2846,32
cas_hmw,2022-06-08,16:41:51,12.921683,80.112558,2846,25
cas_hmw,2022-06-08,16:42:02,12.922197,80.113086,2846,32
cas_hmw,2022-06-08,16:42:06,12.917835,80.108307,805,37
cas_pcw,2022-06-08,16:42:54,12.924116,80.115007,2846,10
cas_hmw,2022-06-08,16:43:48,12.923657,80.117588,2846,39
cas_hmw,2022-06-08,16:44:08,12.925432,80.11653,805,58
cas_hmw,2022-06-08,16:44:16,12.9264,80.117525,805,45
cas_hmw,2022-06-08,16:44:55,12.928238,80.119353,805,52
cas_hmw,2022-06-08,16:45:12,12.923037,80.125806,2846,38
cas_hmw,2022-06-08,16:45:15,12.923037,80.125806,2846,38
cas_hmw,2022-06-08,16:46:04,12.930779,80.12189,805,45
cas_hmw,2022-06-08,16:46:23,12.932247,80.123355,805,35
cas_pcw,2022-06-08,16:46:46,12.922786,80.129838,2846,25
cas_hmw,2022-06-08,16:46:52,12.934392,80.12546,805,33
cas_hmw,2022-06-08,16:48:04,12.935964,80.12682,805,18
cas_hmw,2022-06-08,16:48:35,12.937945,80.128621,805,51
cas_ldw,2022-06-08,16:49:09,12.941071,80.131567,805,57
cas_hmw,2022-06-08,16:49:36,12.94384,80.134389,805,50
cas_hmw,2022-06-08,16:49:42,12.944871,80.135193,805,55
cas_hmw,2022-06-08,16:50:05,12.946767,80.13665,805,48
cas_hmw,2022-06-08,16:51:46,12.952916,80.141329,805,62
cas_hmw,2022-06-08,16:52:06,12.955454,80.14265,805,52
cas_hmw,2022-06-08,16:52:07,12.955454,80.14265,805,52
cas_hmw,2022-06-08,16:52:25,12.957094,80.143567,805,43
cas_hmw,2022-06-08,16:53:08,12.923576,80.157696,2846,43
cas_hmw,2022-06-08,16:53:39,12.960493,80.145196,805,19
cas_hmw,2022-06-08,16:54:30,12.965297,80.148064,805,37
cas_ldw,2022-06-08,16:55:06,12.968265,80.149514,805,54
cas_ldw,2022-06-08,16:55:34,12.919823,80.171199,2846,44
cas_hmw,2022-06-08,16:55:37,12.97192,80.151313,805,47
cas_ldw,2022-06-08,16:55:41,12.919488,80.172399,2846,51
cas_ldw,2022-06-08,16:56:01,12.918803,80.17505,2846,53
cas_hmw,2022-06-08,16:56:19,12.974999,80.155503,805,51
cas_hmw,2022-06-08,16:56:34,12.976434,80.157555,805,41
cas_hmw,2022-06-08,16:56:43,12.976434,80.157555,805,41
cas_hmw,2022-06-08,16:58:23,12.98426,80.171344,805,57
cas_hmw,2022-06-08,17:00:24,12.988205,80.17709,805,0
cas_hmw,2022-06-08,17:01:02,12.989396,80.178605,805,10
cas_hmw,2022-06-08,17:01:14,12.989396,80.178605,805,10
cas_hmw,2022-06-08,17:01:17,12.990052,80.179468,805,35
cas_hmw,2022-06-08,17:01:19,12.990052,80.179468,805,35
cas_hmw,2022-06-08,17:02:47,12.994288,80.185945,805,43
cas_hmw,2022-06-08,17:02:49,12.994288,80.185945,805,43
cas_hmw,2022-06-08,17:03:04,12.995257,80.18786,805,46
cas_hmw,2022-06-08,17:03:04,12.995257,80.18786,805,46
cas_hmw,2022-06-08,17:03:17,12.995869,80.189005,805,27
cas_hmw,2022-06-08,17:03:34,12.996659,80.189937,805,38
cas_hmw,2022-06-08,17:03:56,12.998608,80.192339,805,34
cas_hmw,2022-06-08,17:05:14,13.001364,80.195714,805,21
cas_hmw,2022-06-08,17:05:43,13.001919,80.198551,805,43
cas_hmw,2022-06-08,17:06:02,13.002082,80.200181,805,39
cas_hmw,2022-06-08,17:06:16,13.003524,80.200857,805,35
cas_fcw,2022-06-08,17:06:31,13.005113,80.201431,805,44
cas_hmw,2022-06-08,17:07:36,13.007616,80.203857,805,51
cas_hmw,2022-06-08,17:08:30,13.008378,80.21003,805,51
cas_hmw,2022-06-08,17:08:43,13.008997,80.211765,805,43
cas_hmw,2022-06-08,17:09:23,13.010291,80.215708,805,34
cas_hmw,2022-06-08,17:10:02,13.011593,80.218706,805,45
cas_hmw,2022-06-08,17:10:25,13.012769,80.221751,805,31
cas_hmw,2022-06-08,17:10:35,13.012769,80.221751,805,31
cas_hmw,2022-06-08,17:10:37,13.012769,80.221751,805,31
cas_hmw,2022-06-08,17:13:08,13.019751,80.224471,805,11
cas_hmw,2022-06-08,17:13:47,13.022382,80.226518,805,40
cas_hmw,2022-06-08,17:14:05,13.023598,80.227603,805,40
cas_hmw,2022-06-08,17:14:06,13.023598,80.227603,805,40
cas_hmw,2022-06-08,17:14:11,13.024412,80.228564,805,28
cas_hmw,2022-06-08,17:14:13,13.024412,80.228564,805,28
cas_hmw,2022-06-08,17:14:13,13.024412,80.228564,805,28
cas_pcw,2022-06-08,17:15:19,12.963434,80.187627,2846,10
cas_pcw,2022-06-08,17:15:49,12.964133,80.187838,2846,14
cas_hmw,2022-06-08,17:17:24,13.026423,80.232548,805,26
cas_hmw,2022-06-08,17:17:51,13.02683,80.233357,805,20
cas_hmw,2022-06-08,17:18:04,13.028032,80.235416,805,37
cas_hmw,2022-06-08,17:21:00,13.031178,80.239709,805,32
cas_hmw,2022-06-08,17:22:01,13.033009,80.243139,805,12
cas_pcw,2022-06-08,17:22:07,12.965859,80.201948,2846,22
cas_hmw,2022-06-08,17:23:22,13.035435,80.245901,805,0
cas_hmw,2022-06-08,17:30:10,12.977188,80.223141,2846,30
cas_hmw,2022-06-08,17:30:12,12.977188,80.223141,2846,30
cas_hmw,2022-06-08,17:30:27,13.042309,80.247426,805,20
cas_hmw,2022-06-08,17:30:54,13.043905,80.24775,805,38
cas_hmw,2022-06-08,17:32:22,13.04977,80.249749,805,30
cas_hmw,2022-06-08,17:33:24,13.053959,80.253033,805,0
cas_hmw,2022-06-08,17:33:24,13.053959,80.253033,805,0
cas_hmw,2022-06-08,17:33:25,13.053959,80.253033,805,0
cas_pcw,2022-06-08,17:35:07,13.057644,80.257645,805,10
cas_pcw,2022-06-08,17:35:18,13.057644,80.257645,805,10
cas_pcw,2022-06-08,17:36:03,13.056107,80.257758,805,24
cas_hmw,2022-06-08,17:36:58,13.054493,80.257955,805,12
cas_hmw,2022-06-08,17:37:07,13.054493,80.257955,805,12
cas_hmw,2022-06-08,17:37:08,13.054208,80.260916,805,32
cas_hmw,2022-06-08,17:37:08,13.054208,80.260916,805,32
cas_hmw,2022-06-08,17:37:10,13.054208,80.260916,805,32
cas_hmw,2022-06-08,17:37:12,13.054208,80.260916,805,32
cas_hmw,2022-06-08,17:37:14,13.054208,80.260916,805,32
cas_hmw,2022-06-08,17:37:17,12.978007,80.224776,2846,20
cas_hmw,2022-06-08,17:37:36,12.977431,80.223767,2846,31
cas_pcw,2022-06-08,17:37:55,12.97663,80.222429,2846,37
cas_hmw,2022-06-08,17:39:29,12.971725,80.219381,2846,25
cas_hmw,2022-06-08,17:39:30,12.971725,80.219381,2846,25
cas_pcw,2022-06-08,17:39:55,13.053446,80.268929,805,0
cas_pcw,2022-06-08,17:40:29,13.053412,80.269407,805,13
cas_hmw,2022-06-08,17:40:29,12.96641,80.217239,2846,44
cas_pcw,2022-06-08,17:44:10,13.057457,80.273957,805,18
cas_hmw,2022-06-08,17:44:14,12.956622,80.213284,2846,33
cas_hmw,2022-06-08,17:44:19,12.956622,80.213284,2846,33
cas_pcw,2022-06-08,17:46:12,13.06132,80.274339,805,28
cas_pcw,2022-06-08,17:47:18,13.064368,80.273996,805,12
cas_hmw,2022-06-08,17:50:07,13.066442,80.268538,805,0
cas_hmw,2022-06-08,17:50:08,13.066442,80.268538,805,0
cas_pcw,2022-06-08,17:51:57,13.068613,80.268182,805,15
cas_hmw,2022-06-08,17:52:40,12.948654,80.190324,2846,22
cas_hmw,2022-06-08,17:52:43,12.948654,80.190324,2846,22
cas_ldw,2022-06-08,17:53:34,12.949127,80.183871,2846,49
cas_hmw,2022-06-08,17:55:31,12.95119,80.17453,2846,0
cas_hmw,2022-06-08,17:59:59,13.067398,80.250995,805,21
cas_hmw,2022-06-08,17:59:59,13.067239,80.251894,805,13
cas_hmw,2022-06-08,18:54:47,12.953439,80.163838,2846,4
cas_hmw,2022-06-08,18:54:57,12.953476,80.163696,2846,6
cas_hmw,2022-06-08,18:57:20,12.95718,80.151396,2846,51
cas_hmw,2022-06-08,19:02:38,12.954441,80.142312,2846,22
cas_hmw,2022-06-08,19:02:49,12.953933,80.142023,2846,26
cas_hmw,2022-06-08,19:03:25,12.95228,80.140969,2846,14
cas_hmw,2022-06-08,19:03:40,12.951226,80.140151,2846,33
cas_hmw,2022-06-08,19:04:01,12.951226,80.140151,2846,33
cas_hmw,2022-06-08,19:04:30,12.950686,80.139766,2846,0
cas_hmw,2022-06-08,19:05:02,12.95055,80.139687,2846,11
cas_hmw,2022-06-08,19:05:14,12.95013,80.139358,2846,28
cas_fcw,2022-06-08,19:05:26,12.949344,80.138701,2846,39
cas_hmw,2022-06-08,19:05:39,12.948044,80.137678,2846,39
cas_hmw,2022-06-08,19:07:00,12.944251,80.134818,2846,42
cas_hmw,2022-06-08,19:07:52,12.941136,80.131739,2846,39
cas_hmw,2022-06-08,19:10:51,12.930967,80.122176,2846,34
cas_hmw,2022-06-08,19:11:49,12.927688,80.118876,2846,19
cas_fcw,2022-06-08,19:17:57,12.906221,80.096359,2846,17
cas_hmw,2022-06-08,19:20:10,12.901999,80.09302,2846,46
cas_hmw,2022-06-09,06:36:48,12.875655,80.082853,2846,0
cas_ldw,2022-06-09,06:37:22,12.875655,80.082853,2846,0
cas_ldw,2022-06-09,06:38:03,12.875655,80.082853,2846,0
cas_ldw,2022-06-09,06:38:27,12.875664,80.082834,2846,0
cas_hmw,2022-06-09,06:38:48,12.875664,80.082834,2846,0
cas_hmw,2022-06-09,06:38:51,12.875664,80.082834,2846,0
cas_hmw,2022-06-09,06:39:02,12.875664,80.082834,2846,0
cas_hmw,2022-06-09,06:40:02,12.875664,80.082834,2846,0
cas_hmw,2022-06-09,06:40:44,12.87566,80.08283,2846,0
cas_hmw,2022-06-09,06:40:46,12.87566,80.08283,2846,0
cas_hmw,2022-06-09,06:41:47,12.87566,80.08283,2846,0
cas_ldw,2022-06-09,06:43:32,12.87566,80.082836,2846,0
cas_hmw,2022-06-09,06:49:17,12.875646,80.082874,2846,0
cas_hmw,2022-06-09,06:49:17,12.875646,80.082874,2846,0
cas_hmw,2022-06-09,06:49:19,12.875646,80.082874,2846,0
cas_hmw,2022-06-09,06:49:20,12.875646,80.082874,2846,0
cas_hmw,2022-06-09,06:51:16,12.875637,80.082887,2846,0
cas_ldw,2022-06-09,06:53:24,12.87563,80.082896,2846,0
cas_ldw,2022-06-09,06:53:36,12.87563,80.082896,2846,0
cas_hmw,2022-06-09,06:54:14,12.875628,80.082894,2846,0
cas_hmw,2022-06-09,06:54:16,12.875628,80.082894,2846,0
cas_hmw,2022-06-09,06:59:42,12.875621,80.082901,2846,0
cas_pcw,2022-06-09,07:00:25,12.875621,80.082901,2846,0
cas_ldw,2022-06-09,07:01:01,12.875621,80.082901,2846,0
cas_hmw,2022-06-09,07:01:03,12.875621,80.082901,2846,0
cas_ldw,2022-06-09,07:01:40,12.875621,80.082901,2846,0
cas_hmw,2022-06-09,07:01:52,12.875621,80.082901,2846,0
cas_ldw,2022-06-09,07:02:56,12.875621,80.082901,2846,0
cas_ldw,2022-06-09,07:03:00,12.875621,80.082901,2846,0
cas_ldw,2022-06-09,07:03:27,12.875621,80.082901,2846,0
cas_ldw,2022-06-09,07:03:38,12.875621,80.082901,2846,0
cas_ldw,2022-06-09,07:05:00,12.875621,80.082901,2846,0
cas_ldw,2022-06-09,07:05:28,12.875621,80.082901,2846,0
cas_hmw,2022-06-09,07:08:27,13.063695,80.250872,805,0
cas_hmw,2022-06-09,07:08:38,13.063695,80.250872,805,0
cas_hmw,2022-06-09,07:08:46,13.063698,80.25087,805,0
cas_hmw,2022-06-09,07:09:17,12.875621,80.082901,2846,0
cas_fcw,2022-06-09,07:11:30,13.063709,80.250865,805,0
cas_hmw,2022-06-09,07:11:54,13.063709,80.250865,805,0
cas_pcw,2022-06-09,07:15:06,13.06374,80.250854,805,0
cas_fcw,2022-06-09,07:15:31,13.06374,80.250854,805,0
cas_hmw,2022-06-09,07:16:26,13.06374,80.250854,805,0
cas_ldw,2022-06-09,07:16:40,13.06374,80.250854,805,0
cas_hmw,2022-06-09,07:17:18,13.063773,80.250792,805,0
cas_hmw,2022-06-09,07:17:45,13.063773,80.250792,805,0
cas_pcw,2022-06-09,07:17:53,13.063773,80.250792,805,0
cas_pcw,2022-06-09,07:19:18,13.063791,80.250802,805,0
cas_pcw,2022-06-09,07:20:10,13.063791,80.250802,805,0
cas_hmw,2022-06-09,07:21:00,13.063791,80.250802,805,0
cas_pcw,2022-06-09,07:21:32,13.0638,80.250779,805,0
cas_pcw,2022-06-09,07:23:58,13.063816,80.250776,805,0
cas_pcw,2022-06-09,07:24:30,13.063816,80.250776,805,0
cas_pcw,2022-06-09,07:24:37,13.063816,80.250776,805,0
cas_pcw,2022-06-09,07:27:21,12.875642,80.082863,2846,0
cas_hmw,2022-06-09,07:29:39,13.063729,80.250795,805,0
cas_fcw,2022-06-09,07:29:56,13.063729,80.250795,805,0
cas_hmw,2022-06-09,07:30:59,13.063706,80.250794,805,0
cas_hmw,2022-06-09,07:32:33,13.063705,80.250766,805,0
cas_hmw,2022-06-09,07:32:40,13.063705,80.250766,805,0
cas_pcw,2022-06-09,07:32:43,13.169852,80.239483,1995,0
cas_hmw,2022-06-09,07:34:05,13.063705,80.250766,805,0
cas_hmw,2022-06-09,07:34:20,13.063705,80.250766,805,0
cas_hmw,2022-06-09,07:34:20,13.063705,80.250766,805,0
cas_hmw,2022-06-09,07:34:21,13.063706,80.250788,805,0
cas_hmw,2022-06-09,07:35:00,13.169839,80.239495,1995,0
cas_hmw,2022-06-09,07:35:05,13.169839,80.239495,1995,0
cas_hmw,2022-06-09,07:35:15,13.169839,80.239495,1995,0
cas_hmw,2022-06-09,07:36:16,13.063706,80.250788,805,0
cas_hmw,2022-06-09,07:37:52,13.169839,80.239495,1995,0
cas_hmw,2022-06-09,07:38:26,13.06373,80.250824,805,0
cas_hmw,2022-06-09,07:39:34,13.169853,80.239518,1995,0
cas_hmw,2022-06-09,07:39:53,13.169853,80.239518,1995,0
cas_hmw,2022-06-09,07:40:49,12.875633,80.082884,2846,0
cas_hmw,2022-06-09,07:40:50,12.875633,80.082884,2846,0
cas_hmw,2022-06-09,07:40:51,12.875633,80.082884,2846,0
cas_fcw,2022-06-09,07:41:07,13.169853,80.239518,1995,0
cas_ldw,2022-06-09,07:42:28,13.169865,80.239507,1995,0
cas_hmw,2022-06-09,07:42:41,13.063776,80.250754,805,0
cas_hmw,2022-06-09,07:42:56,13.063776,80.250754,805,0
cas_pcw,2022-06-09,07:43:27,13.063776,80.250729,805,0
cas_hmw,2022-06-09,07:44:01,12.87562,80.082888,2846,0
cas_hmw,2022-06-09,07:44:13,12.87562,80.082888,2846,0
cas_hmw,2022-06-09,07:44:15,12.87562,80.082888,2846,0
cas_hmw,2022-06-09,07:44:55,13.063776,80.250729,805,0
cas_hmw,2022-06-09,07:45:33,13.063796,80.250747,805,0
cas_hmw,2022-06-09,07:46:01,13.063796,80.250747,805,0
cas_hmw,2022-06-09,07:46:04,13.063796,80.250747,805,0
cas_hmw,2022-06-09,07:46:07,13.063796,80.250747,805,0
cas_pcw,2022-06-09,07:46:13,12.875617,80.08289,2846,0
cas_hmw,2022-06-09,07:47:08,13.063796,80.250747,805,0
cas_ldw,2022-06-09,07:47:54,13.063793,80.250768,805,0
cas_ldw,2022-06-09,07:48:10,13.063793,80.250768,805,0
cas_ldw,2022-06-09,07:48:18,13.063793,80.250768,805,0
cas_ldw,2022-06-09,07:51:22,13.063785,80.250798,805,0
cas_hmw,2022-06-09,07:51:25,13.063785,80.250798,805,0
cas_ldw,2022-06-09,07:51:42,13.063785,80.250798,805,0
cas_hmw,2022-06-09,07:52:09,13.063749,80.250823,805,0
cas_hmw,2022-06-09,07:52:30,13.063749,80.250823,805,0
cas_pcw,2022-06-09,07:53:14,12.875578,80.082951,2846,0
cas_hmw,2022-06-09,07:53:28,13.063749,80.250823,805,0
cas_hmw,2022-06-09,07:54:32,13.063779,80.250857,805,0
cas_hmw,2022-06-09,07:54:33,13.063779,80.250857,805,0
cas_hmw,2022-06-09,07:54:33,13.063779,80.250857,805,0
cas_hmw,2022-06-09,07:54:48,13.063779,80.250857,805,0
cas_hmw,2022-06-09,07:56:03,13.063779,80.250857,805,0
cas_ldw,2022-06-09,07:56:44,13.063779,80.250857,805,0
cas_ldw,2022-06-09,07:57:07,13.063779,80.250857,805,0
cas_hmw,2022-06-09,07:57:26,13.063771,80.250819,805,0
cas_hmw,2022-06-09,07:57:45,13.063771,80.250819,805,0
cas_hmw,2022-06-09,07:57:49,13.063771,80.250819,805,0
cas_ldw,2022-06-09,07:58:35,13.063771,80.250819,805,0
cas_ldw,2022-06-09,07:59:57,13.063771,80.250819,805,0
cas_hmw,2022-06-09,08:02:43,12.875591,80.082913,2846,0
cas_hmw,2022-06-09,08:05:11,13.063778,80.250737,805,0
cas_hmw,2022-06-09,08:06:48,13.06373,80.250828,805,0
cas_hmw,2022-06-09,08:07:27,12.87563,80.082909,2846,0
cas_hmw,2022-06-09,08:07:27,12.87563,80.082909,2846,0
cas_hmw,2022-06-09,08:07:27,12.87563,80.082909,2846,0
cas_hmw,2022-06-09,08:07:28,12.87563,80.082909,2846,0
cas_hmw,2022-06-09,08:07:32,12.87563,80.082909,2846,0
cas_hmw,2022-06-09,08:07:33,13.063821,80.250806,805,0
cas_hmw,2022-06-09,08:07:35,12.87563,80.082909,2846,0
cas_fcw,2022-06-09,08:07:42,12.87563,80.082909,2846,0
cas_hmw,2022-06-09,08:08:38,13.063811,80.250766,805,0
cas_hmw,2022-06-09,08:09:09,12.875636,80.0828,2846,0
cas_hmw,2022-06-09,08:09:19,13.063784,80.250803,805,0
cas_hmw,2022-06-09,08:09:39,13.063793,80.250814,805,0
cas_hmw,2022-06-09,08:09:52,13.063793,80.250814,805,0
cas_hmw,2022-06-09,08:09:53,12.87563,80.082791,2846,0
cas_hmw,2022-06-09,08:09:58,13.063793,80.250808,805,0
cas_hmw,2022-06-09,08:10:13,13.063744,80.250857,805,0
cas_hmw,2022-06-09,08:10:34,13.063737,80.250852,805,0
cas_hmw,2022-06-09,08:11:27,13.063729,80.250851,805,0
cas_hmw,2022-06-09,08:11:40,13.063727,80.25082,805,0
cas_hmw,2022-06-09,08:12:43,13.063784,80.250802,805,0
cas_hmw,2022-06-09,08:13:06,12.875633,80.082917,2846,0
cas_ldw,2022-06-09,08:13:08,13.06381,80.250816,805,0
cas_hmw,2022-06-09,08:13:20,12.875633,80.082917,2846,0
cas_hmw,2022-06-09,08:14:20,13.063827,80.250869,805,0
cas_hmw,2022-06-09,08:14:48,12.876007,80.083446,2846,9
cas_ldw,2022-06-09,08:15:34,13.063784,80.250819,805,0
cas_ldw,2022-06-09,08:16:19,13.063787,80.25084,805,0
cas_ldw,2022-06-09,08:16:24,13.063796,80.250859,805,0
cas_ldw,2022-06-09,08:16:46,13.063825,80.250817,805,0
cas_ldw,2022-06-09,08:17:23,13.063816,80.25078,805,0
cas_hmw,2022-06-09,08:17:28,12.908782,80.098056,2846,33
cas_hmw,2022-06-09,08:17:29,13.063816,80.25078,805,0
cas_hmw,2022-06-09,08:17:29,12.908782,80.098056,2846,33
cas_hmw,2022-06-09,08:17:30,12.908782,80.098056,2846,33
cas_hmw,2022-06-09,08:17:51,12.912168,80.101401,2846,19
cas_hmw,2022-06-09,08:18:06,13.063839,80.250825,805,0
cas_hmw,2022-06-09,08:18:28,13.063874,80.250813,805,0
cas_hmw,2022-06-09,08:19:11,12.925726,80.116707,2846,0
cas_hmw,2022-06-09,08:21:26,13.063805,80.250856,805,0
cas_hmw,2022-06-09,08:23:27,13.063791,80.250866,805,0
cas_hmw,2022-06-09,08:24:12,13.063776,80.250856,805,0
cas_hmw,2022-06-09,08:24:20,12.948585,80.197613,2846,55
cas_hmw,2022-06-09,08:24:42,12.94862,80.200128,2846,39
cas_ldw,2022-06-09,08:24:50,13.063822,80.250823,805,0
cas_ldw,2022-06-09,08:25:06,13.063751,80.250637,805,4
cas_ldw,2022-06-09,08:26:05,12.961484,80.215125,2846,45
cas_hmw,2022-06-09,08:26:09,12.964017,80.216141,2846,36
cas_hmw,2022-06-09,08:26:28,12.970798,80.218874,2846,51
cas_hmw,2022-06-09,08:28:19,12.979753,80.22725,2846,0
cas_hmw,2022-06-09,08:28:34,12.979753,80.22725,2846,0
cas_hmw,2022-06-09,08:28:45,12.979753,80.22725,2846,0
cas_hmw,2022-06-09,08:29:52,12.979753,80.22725,2846,0
cas_hmw,2022-06-09,08:29:54,12.979753,80.22725,2846,0
cas_hmw,2022-06-09,08:29:55,12.979753,80.22725,2846,0
cas_hmw,2022-06-09,08:29:55,12.979753,80.22725,2846,0
cas_hmw,2022-06-09,08:30:06,13.052977,80.272676,805,32
cas_hmw,2022-06-09,08:30:13,13.053108,80.271899,805,0
cas_hmw,2022-06-09,08:32:01,12.979071,80.226517,2846,0
cas_hmw,2022-06-09,08:32:28,12.979071,80.226517,2846,0
cas_hmw,2022-06-09,08:33:38,12.978978,80.226526,2846,0
cas_hmw,2022-06-09,08:33:40,12.978978,80.226526,2846,0
cas_ldw,2022-06-09,08:34:10,12.978978,80.226526,2846,0
cas_hmw,2022-06-09,08:34:18,12.978236,80.225102,2846,26
cas_fcw,2022-06-09,08:35:28,12.963634,80.215561,2846,11
cas_hmw,2022-06-09,08:37:56,12.952919,80.186552,2846,29
cas_hmw,2022-06-09,08:38:21,12.94201,80.18292,2846,24
cas_pcw,2022-06-09,08:41:10,12.922535,80.147754,2846,0
cas_ldw,2022-06-09,12:44:43,13.020354,80.094078,3143,54
cas_hmw,2022-06-09,12:45:04,13.016506,80.095002,3143,51
cas_ldw,2022-06-09,12:45:42,13.01267,80.093555,3143,52
cas_hmw,2022-06-09,12:45:57,13.010128,80.092576,3143,55
cas_hmw,2022-06-09,12:46:28,13.006368,80.091096,3143,56
cas_ldw,2022-06-09,12:47:05,13.000894,80.088958,3143,54
cas_ldw,2022-06-09,12:47:26,12.998192,80.087929,3143,58
